Date,Close,High,Low,Open,Volume
2024-11-26 00:00:00+00:00,1.044277310371399,1.0456969738006592,1.043079137802124,1.0446046590805054,0.0
2024-11-26 01:00:00+00:00,1.0455876588821411,1.04657244682312,1.0434056520462036,1.0439503192901611,0.0
2024-11-26 02:00:00+00:00,1.046462893486023,1.04657244682312,1.045478343963623,1.0456969738006592,0.0
2024-11-26 03:00:00+00:00,1.047998309135437,1.048218011856079,1.0462440252304075,1.046353459358215,0.0
2024-11-26 04:00:00+00:00,1.048218011856079,1.0492078065872192,1.047998309135437,1.0481081008911133,0.0
2024-11-26 05:00:00+00:00,1.0477787256240845,1.048327922821045,1.0477787256240845,1.048218011856079,0.0
2024-11-26 06:00:00+00:00,1.0478885173797607,1.0485477447509766,1.0477787256240845,1.0478885173797607,0.0
2024-11-26 07:00:00+00:00,1.0477787256240845,1.048657774925232,1.0476689338684082,1.0478885173797607,0.0
2024-11-26 08:00:00+00:00,1.049428105354309,1.0497585535049438,1.0474494695663452,1.0475592613220217,0.0
2024-11-26 09:00:00+00:00,1.0507513284683228,1.051745891571045,1.049428105354309,1.049428105354309,0.0
2024-11-26 10:00:00+00:00,1.0519671440124512,1.052188515663147,1.0509721040725708,1.0509721040725708,0.0
2024-11-26 11:00:00+00:00,1.0515247583389282,1.052188515663147,1.0509721040725708,1.0519671440124512,0.0
2024-11-26 12:00:00+00:00,1.0527424812316897,1.054741144180298,1.051414132118225,1.0515247583389282,0.0
2024-11-26 13:00:00+00:00,1.050420165061951,1.052853226661682,1.0503098964691162,1.052853226661682,0.0
2024-11-26 14:00:00+00:00,1.050420165061951,1.0508617162704468,1.049538254737854,1.0506409406661987,0.0
2024-11-26 15:00:00+00:00,1.048327922821045,1.0509721040725708,1.048327922821045,1.0509721040725708,0.0
2024-11-26 16:00:00+00:00,1.048327922821045,1.0488777160644531,1.0466820001602173,1.0485477447509766,0.0
2024-11-26 17:00:00+00:00,1.0472300052642822,1.048327922821045,1.0467915534973145,1.048327922821045,0.0
2024-11-26 18:00:00+00:00,1.0466820001602173,1.0476689338684082,1.0460251569747925,1.0474494695663452,0.0
2024-11-26 19:00:00+00:00,1.0476689338684082,1.0478885173797607,1.0461344718933103,1.0466820001602173,0.0
2024-11-26 20:00:00+00:00,1.048327922821045,1.048327922821045,1.0475592613220217,1.0475592613220217,0.0
2024-11-26 21:00:00+00:00,1.0492078065872192,1.0493179559707642,1.0484378337860107,1.0484378337860107,0.0
2024-11-26 22:00:00+00:00,1.049097776412964,1.049648404121399,1.0488777160644531,1.0492078065872192,0.0
2024-11-26 23:00:00+00:00,1.049428105354309,1.049428105354309,1.0488777160644531,1.0492078065872192,0.0
2024-11-27 00:00:00+00:00,1.0493179559707642,1.0497585535049438,1.0492078065872192,1.049538254737854,0.0
2024-11-27 01:00:00+00:00,1.0489877462387085,1.049538254737854,1.0488777160644531,1.0492078065872192,0.0
2024-11-27 02:00:00+00:00,1.0488777160644531,1.049097776412964,1.0484378337860107,1.0489877462387085,0.0
2024-11-27 03:00:00+00:00,1.0485477447509766,1.0488777160644531,1.0481081008911133,1.0488777160644531,0.0
2024-11-27 04:00:00+00:00,1.048218011856079,1.048657774925232,1.047998309135437,1.0485477447509766,0.0
2024-11-27 05:00:00+00:00,1.0478885173797607,1.048327922821045,1.0476689338684082,1.0481081008911133,0.0
2024-11-27 06:00:00+00:00,1.048327922821045,1.0488777160644531,1.0478885173797607,1.047998309135437,0.0
2024-11-27 07:00:00+00:00,1.0503098964691162,1.0506409406661987,1.048327922821045,1.048327922821045,0.0
2024-11-27 08:00:00+00:00,1.0515247583389282,1.054073929786682,1.0498688220977783,1.0498688220977783,0.0
2024-11-27 09:00:00+00:00,1.051745891571045,1.0520778894424438,1.0513036251068115,1.0515247583389282,0.0
2024-11-27 10:00:00+00:00,1.0532968044281006,1.0532968044281006,1.051745891571045,1.051856517791748,0.0
2024-11-27 11:00:00+00:00,1.052853226661682,1.0532968044281006,1.051414132118225,1.0529640913009644,0.0
